2020-04-03 17:28:02.923 +02:00 [Information] Hello from tv movies!
2020-04-03 17:28:03.016 +02:00 [Error] Hello from movie error
2020-04-03 17:28:03.017 +02:00 [Warning] Hello from movies warning
2020-04-03 21:17:38.128 +02:00 [Information] Hello, from random songs!!
2020-04-15 23:39:26.535 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:26.594 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:26.596 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:26.596 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:26.597 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:26.598 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:26.599 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:26.599 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:26.600 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:26.601 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:26.602 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:26.807 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:26.809 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:26.862 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:26.864 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:26.916 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:26.918 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:27.071 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:27.085 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:27.086 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:27.087 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:27.135 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:27.137 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:27.138 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:27.139 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:27.187 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:27.189 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:27.190 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:27.192 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:27.250 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:27.252 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:27.606 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:27.629 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:27.792 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:27.863 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:28.069 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:28.163 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:28.165 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:28.202 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:28.283 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:28.341 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:28.402 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:28.406 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:28.407 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:28.408 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:28.456 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:28.505 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:28.506 +02:00 [Error] BOOK error in Bonito: Object reference not set to an instance of an object.
2020-04-15 23:39:28.508 +02:00 [Error]    at Live.Core.BookStores.Bonito.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Bonito.cs:line 65
2020-04-15 23:39:46.817 +02:00 [Error] BOOK error in Gandalf: Object reference not set to an instance of an object.
2020-04-15 23:39:46.864 +02:00 [Error]    at Live.Core.BookStores.Gandalf.<GetBestsellersAsync>d__0.MoveNext() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/BookStores/Gandalf.cs:line 71
2020-04-15 23:39:52.757 +02:00 [Error] Network error in Livro: The remote server returned an error: (403) Forbidden.
2020-04-15 23:39:55.400 +02:00 [Information] Finish bestsellers update with 165 books
2020-04-15 23:39:55.400 +02:00 [Information] 53 from Bonito
2020-04-15 23:39:55.400 +02:00 [Information] 10 from Aros
2020-04-15 23:39:55.400 +02:00 [Information] 24 from Czytam
2020-04-15 23:39:55.400 +02:00 [Information] 30 from Empik
2020-04-15 23:39:55.400 +02:00 [Information] 28 from Gandalf
2020-04-15 23:39:55.400 +02:00 [Information] 0 from Livro
2020-04-15 23:39:55.400 +02:00 [Information] 20 from Profit24
2020-04-16 00:04:32.619 +02:00 [Information] Finish radio songs update with 83 songs and 0 youtube errors
2020-04-16 01:03:36.401 +02:00 [Information] Finish radio songs update with 98 songs and 0 youtube errors
2020-04-16 01:04:32.788 +02:00 [Information] Finish radio songs update with 0 songs and 0 youtube errors
2020-04-16 02:04:27.770 +02:00 [Error] Exception DownloadString: https://www.odsluchane.eu/szukaj.php?r=1&date=16-04-2020&time_from=1&time_to=2
2020-04-16 02:04:27.770 +02:00 [Error] The remote server returned an error: (500) Internal Server Error.
2020-04-16 02:04:27.926 +02:00 [Error] Exception DownloadString: https://www.odsluchane.eu/szukaj.php?r=2&date=16-04-2020&time_from=1&time_to=2
2020-04-16 02:04:27.927 +02:00 [Error] The remote server returned an error: (500) Internal Server Error.
2020-04-16 02:04:28.092 +02:00 [Error] Exception DownloadString: https://www.odsluchane.eu/szukaj.php?r=3&date=16-04-2020&time_from=1&time_to=2
2020-04-16 02:04:28.092 +02:00 [Error] The remote server returned an error: (500) Internal Server Error.
2020-04-16 02:04:28.268 +02:00 [Error] Exception DownloadString: https://www.odsluchane.eu/szukaj.php?r=4&date=16-04-2020&time_from=1&time_to=2
2020-04-16 02:04:28.268 +02:00 [Error] The remote server returned an error: (500) Internal Server Error.
2020-04-16 02:04:28.412 +02:00 [Error] Exception DownloadString: https://www.odsluchane.eu/szukaj.php?r=9&date=16-04-2020&time_from=1&time_to=2
2020-04-16 02:04:28.412 +02:00 [Error] The remote server returned an error: (500) Internal Server Error.
2020-04-16 02:04:28.561 +02:00 [Error] Exception DownloadString: https://www.odsluchane.eu/szukaj.php?r=30&date=16-04-2020&time_from=1&time_to=2
2020-04-16 02:04:28.561 +02:00 [Error] The remote server returned an error: (500) Internal Server Error.
2020-04-16 02:04:28.733 +02:00 [Error] Exception DownloadString: https://www.odsluchane.eu/szukaj.php?r=48&date=16-04-2020&time_from=1&time_to=2
2020-04-16 02:04:28.733 +02:00 [Error] The remote server returned an error: (500) Internal Server Error.
2020-04-16 02:04:28.733 +02:00 [Information] Finish radio songs update with 0 songs and 0 youtube errors
2020-04-16 02:04:33.299 +02:00 [Error] Exception DownloadString: https://www.odsluchane.eu/szukaj.php?r=1&date=16-04-2020&time_from=1&time_to=2
2020-04-16 02:04:33.299 +02:00 [Error] The remote server returned an error: (500) Internal Server Error.
2020-04-16 02:04:33.450 +02:00 [Error] Exception DownloadString: https://www.odsluchane.eu/szukaj.php?r=2&date=16-04-2020&time_from=1&time_to=2
2020-04-16 02:04:33.450 +02:00 [Error] The remote server returned an error: (500) Internal Server Error.
2020-04-16 02:04:33.616 +02:00 [Error] Exception DownloadString: https://www.odsluchane.eu/szukaj.php?r=3&date=16-04-2020&time_from=1&time_to=2
2020-04-16 02:04:33.616 +02:00 [Error] The remote server returned an error: (500) Internal Server Error.
2020-04-16 02:04:33.778 +02:00 [Error] Exception DownloadString: https://www.odsluchane.eu/szukaj.php?r=4&date=16-04-2020&time_from=1&time_to=2
2020-04-16 02:04:33.778 +02:00 [Error] The remote server returned an error: (500) Internal Server Error.
2020-04-16 02:04:33.930 +02:00 [Error] Exception DownloadString: https://www.odsluchane.eu/szukaj.php?r=9&date=16-04-2020&time_from=1&time_to=2
2020-04-16 02:04:33.931 +02:00 [Error] The remote server returned an error: (500) Internal Server Error.
2020-04-16 02:04:34.105 +02:00 [Error] Exception DownloadString: https://www.odsluchane.eu/szukaj.php?r=30&date=16-04-2020&time_from=1&time_to=2
2020-04-16 02:04:34.105 +02:00 [Error] The remote server returned an error: (500) Internal Server Error.
2020-04-16 02:04:34.270 +02:00 [Error] Exception DownloadString: https://www.odsluchane.eu/szukaj.php?r=48&date=16-04-2020&time_from=1&time_to=2
2020-04-16 02:04:34.270 +02:00 [Error] The remote server returned an error: (500) Internal Server Error.
2020-04-16 02:04:34.270 +02:00 [Information] Finish radio songs update with 0 songs and 0 youtube errors
2020-04-16 03:03:50.998 +02:00 [Information] Finish radio songs update with 178 songs and 0 youtube errors
2020-04-16 03:04:32.718 +02:00 [Information] Finish radio songs update with 0 songs and 0 youtube errors
2020-04-16 04:03:42.961 +02:00 [Information] Finish radio songs update with 94 songs and 0 youtube errors
2020-04-16 04:04:32.727 +02:00 [Information] Finish radio songs update with 0 songs and 0 youtube errors
2020-04-16 05:03:40.505 +02:00 [Information] Finish radio songs update with 77 songs and 0 youtube errors
2020-04-16 05:04:32.464 +02:00 [Information] Finish radio songs update with 0 songs and 0 youtube errors
2020-04-16 06:03:42.112 +02:00 [Information] Finish radio songs update with 84 songs and 0 youtube errors
2020-04-16 06:04:32.474 +02:00 [Information] Finish radio songs update with 0 songs and 0 youtube errors
2020-04-16 07:03:44.328 +02:00 [Information] Finish radio songs update with 86 songs and 0 youtube errors
2020-04-16 07:04:32.465 +02:00 [Information] Finish radio songs update with 0 songs and 0 youtube errors
2020-04-16 08:03:40.938 +02:00 [Information] Finish radio songs update with 69 songs and 0 youtube errors
2020-04-16 08:04:32.461 +02:00 [Information] Finish radio songs update with 0 songs and 0 youtube errors
2020-04-16 09:03:42.696 +02:00 [Information] Finish radio songs update with 67 songs and 0 youtube errors
2020-04-16 09:04:32.560 +02:00 [Information] Finish radio songs update with 0 songs and 0 youtube errors
2020-04-16 10:03:43.506 +02:00 [Information] Finish radio songs update with 80 songs and 0 youtube errors
2020-04-16 10:04:32.683 +02:00 [Information] Finish radio songs update with 0 songs and 0 youtube errors
2020-04-16 11:03:52.517 +02:00 [Information] Finish radio songs update with 90 songs and 0 youtube errors
2020-04-16 11:04:32.591 +02:00 [Information] Finish radio songs update with 0 songs and 0 youtube errors
2020-04-16 12:03:45.391 +02:00 [Information] Finish radio songs update with 90 songs and 0 youtube errors
2020-04-16 12:04:32.266 +02:00 [Information] Finish radio songs update with 0 songs and 0 youtube errors
2020-04-16 13:03:41.281 +02:00 [Information] Finish radio songs update with 86 songs and 0 youtube errors
2020-04-16 13:04:32.749 +02:00 [Information] Finish radio songs update with 0 songs and 0 youtube errors
2020-04-16 14:03:41.419 +02:00 [Information] Finish radio songs update with 91 songs and 0 youtube errors
2020-04-16 14:04:31.910 +02:00 [Information] Finish radio songs update with 0 songs and 0 youtube errors
2020-04-16 15:03:40.250 +02:00 [Information] Finish radio songs update with 85 songs and 0 youtube errors
2020-04-16 15:04:31.389 +02:00 [Information] Finish radio songs update with 0 songs and 0 youtube errors
2020-04-16 16:03:39.603 +02:00 [Information] Finish radio songs update with 93 songs and 0 youtube errors
2020-04-16 16:04:31.261 +02:00 [Information] Finish radio songs update with 0 songs and 0 youtube errors
2020-04-16 17:03:40.544 +02:00 [Information] Finish radio songs update with 93 songs and 0 youtube errors
2020-04-16 17:04:31.348 +02:00 [Information] Finish radio songs update with 0 songs and 0 youtube errors
2020-04-16 18:03:41.864 +02:00 [Information] Finish radio songs update with 94 songs and 0 youtube errors
2020-04-16 18:04:30.743 +02:00 [Information] Finish radio songs update with 0 songs and 0 youtube errors
2020-04-16 19:03:38.087 +02:00 [Information] Finish radio songs update with 84 songs and 0 youtube errors
2020-04-16 19:04:30.763 +02:00 [Information] Finish radio songs update with 0 songs and 0 youtube errors
2020-04-16 20:03:40.956 +02:00 [Information] Finish radio songs update with 85 songs and 1 youtube errors
2020-04-16 20:04:30.799 +02:00 [Information] Finish radio songs update with 0 songs and 0 youtube errors
2020-04-16 21:03:39.686 +02:00 [Information] Finish radio songs update with 84 songs and 0 youtube errors
2020-04-16 22:21:34.545 +02:00 [Information] Finish radio songs update with 88 songs and 0 youtube errors
2020-04-16 22:24:13.514 +02:00 [Information] Finish TV movies update with 45 and 1 youtube errors
2020-04-16 23:44:17.198 +02:00 [Error] Error in adding icon: The remote server returned an error: (400) Bad Request.
2020-04-16 23:44:17.541 +02:00 [Error]    at System.Net.HttpWebRequest.GetResponse()
   at System.Net.WebClient.GetWebResponse(WebRequest request)
   at System.Net.WebClient.DownloadBits(WebRequest request, Stream writeStream)
   at System.Net.WebClient.DownloadDataInternal(Uri address, WebRequest& request)
   at System.Net.WebClient.DownloadString(Uri address)
   at System.Net.WebClient.DownloadString(String address)
   at Live.Core.IconsUrl.<>c__DisplayClass2_1.<GetIdsFromUrl>b__2() in /Users/mateuszbieda/Dropbox/App/Live/Live.Core/IconsUrl.cs:line 107
   at System.Threading.ExecutionContext.Run(ExecutionContext executionContext, ContextCallback callback, Object state)
   at System.Threading.Tasks.Task.ExecuteWithThreadLocal(Task& currentTaskSlot)
--- End of stack trace from previous location where exception was thrown ---
   at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()
   at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
